Date,Mkt-RF,SMB,HML,RMW,CMA,RF
1998,19.46,-27.65,-10.51,3.68,-4.19,4.86
1999,20.57,8.71,-31.45,-27.94,-7.87,4.68
2000,-17.6,3.45,45.94,24.37,29.87,5.89
2001,-15.21,22.97,18.93,17.67,13.63,3.83
2002,-22.76,5.6,8.42,20.65,14.12,1.65
2003,30.75,24.86,4.83,-20.77,16.81,1.02
2004,10.72,7.48,7.69,8.42,-7.43,1.2
2005,3.09,-0.79,9.43,1.35,-4.73,2.98
2006,10.6,1.62,11.88,3.64,8.7,4.8
2007,1.04,-8.42,-16.87,4.65,-7.38,4.66
2008,-38.34,2.77,1.08,14.89,3.83,1.6
2009,28.26,7.77,-9.17,3.3,-2.24,0.1
2010,17.37,13.48,-5.33,-1.44,9.65,0.12
2011,0.44,-5.4,-8.53,13.46,-1.53,0.04
2012,16.27,-0.48,10.04,-5.53,9.11,0.06
2013,35.2,8.42,2.63,-3.69,1.16,0.02
2014,11.71,-7.98,-1.6,1.16,-1.75,0.02
2015,0.09,-5.77,-9.58,1.11,-8.88,0.02
2016,13.3,9.23,22.62,4.56,9.83,0.2
2017,21.51,-6.28,-13.33,4.6,-11.37,0.8
2018,-6.95,-5.14,-9.79,-1.33,0.08,1.83
2019,28.28,-6.12,-10.42,4.29,-3.03,2.15
2020,23.66,3.39,-46.57,-5.19,-11.62,0.45
2021,23.56,-1.25,25.62,26.8,11.88,0.04
2022,-21.6,-1.71,26.02,6.73,22.57,1.43
